Tanggal;year;month;day;T '07.00;T '13.00;T '18.00;TRata2;TMax;TMin;Curah Hujan (mm);SS (%);Cuaca;Tekanan Udara (mb);RH07.00;RH13.00;RH18.00;RHRata2;Kec Rata2;Arah Terbanyak;Kec,Max;Arah
25/02/2015;2015;2;25;20,4;25,4;23,4;22,4;27,2;18;3;30; RA  ;914,96875;94,36802241;85,18340451;84,67843514;89,64947111;4,15625;CALM;5;130
26/02/2015;2015;2;26;20,4;23,6;22;21,6;23,6;17,2;15,4;8,75; RA  ;914,54375;94,36802241;94,59796265;92,82270179;94,03917731;2,53125;CALM;2;45
27/02/2015;2015;2;27;19,4;23,4;22;21,05;24,8;17;5,3;20; RA  ;914,29375;96,12865756;91,40806772;93,70876028;94,34353578;0,5625;CALM;3;90
28/02/2015;2015;2;28;19,6;23,6;22,4;21,3;25,4;19;2,3;0;TS   ;914,6125;96,1498663;85,11365227;94,65221046;93,01639884;1,6875;CALM;8;70
01/03/2015;2015;3;1;21,2;23,4;20,2;21,5;24;18,2;70,1;0;TSRA;914,8;94;94;98;95;0;0;0;0
02/03/2015;2015;3;2;19,6;23,6;21;20,95;24,6;17,2;7,4;18,8;RA;914,9;96;89;94;93,75;2,2;0;4;90
03/03/2015;2015;3;3;19,8;23,8;20,6;21;25;18;25,5;15;RA;914,4;87;88;94;89;0;0;2;0
04/03/2015;2015;3;4;20;24,2;21,4;21,4;25,2;18;7,4;12,5;TSRA;914,3;98;80;91;91,75;0;0;0;0
05/03/2015;2015;3;5;19,2;23,8;22;21,05;24,2;17,6;6,7;0;RA;914,9;96;91;88;92,75;0,3;0;2;45
06/03/2015;2015;3;6;19,6;20,8;20,4;20,1;24,2;17,4;15,8;10;RA;915,5;94;89;86;90,75;0;0;0;0
07/03/2015;2015;3;7;20,4;24,2;23,6;22,15;26,4;17,8;43,7;31,3;RA;914,6;93;87;88;90,25;5,4;0;6;130
08/03/2015;2015;3;8;21,2;27;21,4;22,7;29,2;17,6;6,6;42,5;TSRA;915,2;82;75;91;82,5;4,7;0;10;120
09/03/2015;2015;3;9;19;25,2;22,6;21,45;25,6;19;8,2;27,5;RA;915,8;94;80;89;89,25;1,7;0;7;90
10/03/2015;2015;3;10;20,6;25,2;22;22,1;26,7;19,2;1,7;11,3;RA;915,6;94;78;84;87,5;5,6;90;10;90
11/03/2015;2015;3;11;20,8;23,5;21,8;21,725;24;19,4;10;0;RA;916,3;96;91;93;94;2,8;0;3;90
12/03/2015;2015;3;12;21;25,4;21,8;22,3;27,2;18,4;34,6;12,5;TSRA;916,5;96;80;95;91,75;0;0;0;0
13/03/2015;2015;3;13;20,9;22,6;22,8;21,8;24,6;18,8;ttu;3,8;RA;917,1;97;87;93;93,5;5,1;90;7;90
14/03/2015;2015;3;14;20;23,8;21,2;21,25;24,4;17,8;16;0;TSRA;916,8;95;91;98;94,75;0,6;0;3;90
15/03/2015;2015;3;15;19,8;23,6;21,7;21,225;24,5;17,4;15,6;13,8;RA;917,4;96;90;96;94,5;0;0;0;0
16/03/2015;2015;3;16;20,9;22,8;22,2;21,7;25,2;18,6;27;25;TSRA;917,3;86;92;93;89,25;1,1;0;4;90
17/03/2015;2015;3;17;20,6;24,2;21,6;21,75;26,2;19,2;32;26,3;RA;915,9;94;91;95;93,5;0;0;0;0
18/03/2015;2015;3;18;19,78;24,2;20,2;20,99;25;18,2;98,6;20;RA;915,3;96;90;96;94,5;0;0;0;0
19/03/2015;2015;3;19;19;24,4;22,6;21,25;26,2;16,4;7,2;12,5;RA;916,1;96;85;89;91,5;4,3;0;5;80
20/03/2015;2015;3;20;21;25,4;21,4;22,2;26,6;18,4;2,4;16,3;RA;916,9;98;88;91;93,75;2,3;0;6;90
21/03/2015;2015;3;21;20;25,8;21,8;21,9;27,4;18,6;15,2;58,8;RA;916,6;96;72;95;89,75;3,4;0;3;180
22/03/2015;2015;3;22;19,4;23;21;20,7;27,2;17,8;36,5;13,8;TSRA;916,3;96;84;96;93;1,3;0;4;210
23/03/2015;2015;3;23;20,2;24,8;24;22,3;26,2;18;-;16,3;0;916;92;82;85;87,75;0;0;0;0
24/03/2015;2015;3;24;20;25,4;22,6;22;26,4;17,8;-;50;0;916,2;96;78;89;89,75;1,1;0;5;90
25/03/2015;2015;3;25;21,2;26,8;21,2;22,6;27,8;17,6;2;80;RA;916,9;94;70;93;87,75;2,8;0;6;90
26/03/2015;2015;3;26;21,2;26,2;23;22,9;26,6;17,6;-;47,5;0;917,5;91;75;95;88;0,6;0;6;90
27/03/2015;2015;3;27;21,2;26,4;24,6;23,35;28;18;-;75;0;917,3;91;74;74;82,5;6,1;0;6;90
28/03/2015;2015;3;28;19,8;25,4;23,4;22,1;26;18;144,1;25;TSRA;915,8;96;84;85;90,25;2,6;0;2;210
29/03/2015;2015;3;29;20,4;27,5;22,2;22,625;28;16,8;-;87,5;0;915,8;93;73;89;87;0,6;0;4;90
30/03/2015;2015;3;30;20,8;26;21,6;22,3;27;17;-;58,8;0;916,4;91;81;91;88,5;3,9;0;6;90
31/03/2015;2015;3;31;22,8;25,7;23,6;23,725;26,6;18,8;2,4;0;RA;916;86;85;93;87,5;2,3;0;4;90
01/04/2015;2015;4;1;21,4;26;23,2;23;26,8;17,4;6,8;68,8;RA;915,7;91;73;86;85,25;1,2;0;5;180
02/04/2015;2015;4;2;21,8;27,4;22,8;23,45;27;19;2,2;85;RA;914;84;63;91;80,5;0,3;0;4;90
03/04/2015;2015;4;3;21,6;26;21,2;22,6;27,2;19,2;TTU;0;RA;914;93;79;94;89,75;0,6;0;5;120
04/04/2015;2015;4;4;20,2;26,8;23,2;22,6;27;18;-;6,3;0;914,1;94;74;87;87,25;0,7;0;3;180
05/04/2015;2015;4;5;21,8;28;23,6;23,8;28,8;17,6;-;95;0;913,9;92;66;83;83,25;1,4;0;5;90
06/04/2015;2015;4;6;21,6;27;21,2;22,85;28,8;18,2;37,6;40;RA;914,5;87;84;94;88;1,6;0;5;90
07/04/2015;2015;4;7;20;21,2;19,1;20,075;23,4;16,4;62,5;0;RA FG;915;98;96;96;97;0,1;0;2;180
08/04/2015;2015;4;8;19;24,1;22;21,025;26;17;-;38,8;0;915,4;90;85;91;89;2,6;90;5;80
09/04/2015;2015;4;9;20,8;26;23,6;22,8;28,4;16,7;-;65;0;915,6;93;71;88;86,25;0;0;0;0
